% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=457558, Fri May 31 14:08:26 2019, <python>{}</python>
1 16 0.4768076227151059 1.0000492199612625 1.1818181818181817 1.1818181818181817e+00 10.24 15.294117647058824   
2 32 0.46353811046387716 1.0345093029596417 1.1818181818181817 2.1666666666666665e+00 9.560975609756097 13.894736842105264   
3 48 0.4511150912089686 1.0416969539776146 1.0606060606060606 1.0606060606060606e+00 10.136363636363637 19.058823529411764   
4 64 0.4416288225352607 1.0501944065029656 1.0606060606060606 1.1515151515151514e+00 7.071428571428571 10.090909090909092   
5 80 0.4353720051711461 1.0556293257239988 0.5151515151515151 5.1515151515151514e-01 3.0344827586206895 9.487804878048781   
6 96 0.43055085371982704 1.0632945757067542 0.18181818181818177 1.8181818181818177e-01 4.107142857142857 8.875   
7 112 0.42733458005265446 1.0713965843639852 0.18181818181818177 1.3529411764705883e+00 5.037037037037037 9.217391304347826   
8 128 0.4252600947056495 1.0832481565212286 0.18181818181818177 5.0000000000000000e-01 3.4482758620689653 8.365853658536585   
9 144 0.4207071566997828 1.0905394078901076 0.18181818181818177 1.1081081081081081e+00 5.891891891891892 11.55813953488372   
10 160 0.41910285660557567 1.0966070662669753 0.09375 9.3750000000000000e-02 4.2368421052631575 9.172413793103448   
11 176 0.4180805531131214 1.1049278094504882 0.09375 1.0909090909090908e+00 5.379310344827586 13.3   
12 192 0.4186984936297764 1.1147290272646473 0.0625 6.2500000000000000e-02 5.214285714285714 14.106382978723405   
13 208 0.42160602448690826 1.1270665099208566 0.0625 1.0606060606060606e+00 4.0 12.113636363636363   
14 224 0.4244433307019892 1.1348701397753749 0.05555555555555558 5.5555555555555580e-02 3.0 7.230769230769231   
15 240 0.4276908746718468 1.1427099631739794 0.02857142857142858 2.8571428571428581e-02 3.1333333333333333 9.066666666666666   
16 256 0.4317770974879701 1.152877059124578 0.02857142857142858 5.5555555555555580e-02 3.1515151515151514 5.3   
17 272 0.434283724637079 1.1591344758792796 0.02857142857142858 1.5151515151515149e-01 2.1714285714285713 8.090909090909092   
18 288 0.4362453638350563 1.1672714607232113 0.02857142857142858 8.1081081081081030e-02 2.1578947368421053 8.129032258064516   
19 304 0.43746970643891075 1.1794691269712756 0.02857142857142858 5.7142857142857162e-02 3.0 5.2   
20 320 0.4391569793715786 1.185780678887424 0.02777777777777779 2.7777777777777790e-02 2.1333333333333333 13.03125   
21 336 0.44228489141575644 1.192833188401713 0.02777777777777779 1.0000000000000000e+00 5.055555555555555 11.153846153846153   
22 352 0.44364165180082815 1.2004097155542444 0.0 0.0000000000000000e+00 2.085714285714286 7.024390243902439   
23 368 0.44393824529770637 1.2093447241695454 0.0 0.0000000000000000e+00 2.108108108108108 7.04   
24 384 0.44749299000080583 1.2198729803971953 0.0 0.0000000000000000e+00 3.0 9.0   
25 400 0.44832173428100175 1.227370236551236 0.0 0.0000000000000000e+00 1.0303030303030303 7.0   
26 416 0.44778166891700155 1.2329574983463376 0.0 0.0000000000000000e+00 2.0277777777777777 7.0   
27 432 0.4468413883142319 1.2404303124176514 0.0 1.0000000000000000e+00 3.0 5.0   
28 448 0.4454840037797922 1.2470639332865054 0.0 0.0000000000000000e+00 3.033333333333333 6.0476190476190474   
29 464 0.4413321010077285 1.2523893963774813 0.0 6.2500000000000000e-02 2.0 5.0   
30 480 0.43668694383716794 1.260010132709091 0.0 8.3333333333333370e-02 2.054054054054054 4.027027027027027   
31 496 0.4304460019559683 1.265738401218835 0.0 2.7777777777777790e-02 3.0 8.097560975609756   
32 512 0.42794004397971375 1.2724986679555745 0.0 0.0000000000000000e+00 3.0 4.064516129032258   
33 528 0.42914387555285766 1.2734280275486585 0.0 5.8823529411764719e-02 3.0303030303030303 7.071428571428571   
34 544 0.43040443943834045 1.2789090388382833 0.0 3.0303030303030276e-02 4.103448275862069 8.035714285714286   
35 560 0.4297695914125456 1.2819244366298728 0.0 2.8571428571428581e-02 5.037037037037037 9.033333333333333   
36 576 0.4308276082050976 1.2853516062302912 0.0 3.1250000000000000e-02 2.064516129032258 9.133333333333333   
37 592 0.4356630068989244 1.2870506642339608 0.0 6.2500000000000000e-02 4.055555555555555 6.038461538461538   
38 608 0.4404108859883002 1.2857270510363774 0.0 3.1250000000000000e-02 2.129032258064516 6.115384615384615   
39 624 0.4447966635577456 1.2872633794677102 0.0 1.2500000000000000e-01 2.1 10.035714285714286   
