Epoch,Loss,BCE,KLD
1,1799.7653952205883,1799.7633480949198,0.002054295477701381
2,1420.3118106617646,1420.3064004010696,0.005417778928649617
3,1094.4179478609626,1094.4048817680482,0.013069013860773913
4,848.9116184826203,848.8866769719251,0.024939537048339844
5,672.6623704879679,672.6260131183155,0.036355388993247945
6,546.806974849599,546.7614158589572,0.045552216111657454
7,455.78601270053474,455.73462044618987,0.051397000404602704
8,388.9721653576203,388.91807319518716,0.05408329504696443
9,338.34151487299465,338.2868743733289,0.05464214054658451
10,299.4992767170789,299.4447824406751,0.05449854881368219
11,268.91381966493987,268.85871699532083,0.055103332601129054
12,244.54912057152407,244.4929160051805,0.05620412711791176
13,224.83196074949868,224.77394144802807,0.05801720670200287
14,208.68496459308156,208.62496605531416,0.06000097231431441
15,194.41568401153074,194.35615025484626,0.059535304492807646
16,182.2283171791444,182.16876514455214,0.05955372328426749
17,171.20430784174465,171.14503780915774,0.059271742315853346
18,161.93633282503342,161.8757781166444,0.060554608304232836
19,152.84623318432486,152.78567586480614,0.06055361638094652
20,145.4400432403075,145.37783177013702,0.06220835542933826
21,137.79765572777407,137.73381230155414,0.06384348231840899
22,131.41293188084893,131.34794477982953,0.06498706149544946
23,125.98702921331885,125.92142588569519,0.06560204500820548
24,121.1870313022226,121.12015896557487,0.06687102725799071
25,116.37315523688169,116.30485461229947,0.06830032496528829
26,112.16648171164773,112.09746172083891,0.06902044724653111
27,108.73180956509024,108.66174381684492,0.07006644565153887
28,104.21835310828877,104.14835916610963,0.06999291455681948
29,101.53865124707553,101.4681168010528,0.07053415278062464
30,98.07061800217247,97.99834976604278,0.07226825397919844
31,95.43275035511364,95.35985544786097,0.0728950717232444
32,92.9615706989472,92.88864184700869,0.07292825397960642
33,90.62519061246658,90.55144186580883,0.07374985332795006
34,88.1140959224599,88.04088506851605,0.07320984417104466
35,86.01934194309827,85.9457120028409,0.07362851357077532
36,83.37302076370321,83.29931640625,0.0737047029689034
37,80.9696142839238,80.89472708472593,0.07488744271630272
38,78.7687923003008,78.69339331968582,0.075398246234751
39,76.05824255305815,75.98180042613636,0.07644255786018575
40,74.17727155226437,74.10016097614472,0.07711022550409491
41,72.09171854110963,72.01313985732787,0.07857799020043031
42,70.08316056358623,70.00379266585895,0.0793686703564649
43,68.40215640144552,68.32200777594419,0.08014867649996345
44,67.43691771808155,67.35565740411931,0.08126028846291934
45,64.83055400338402,64.74910307695521,0.0814501397749957
46,62.833721303684825,62.751422412892715,0.08229861667449462
47,61.04687565278242,60.9629369725518,0.08393970912790553
48,59.31322001900902,59.227868717621995,0.08535156657989013
49,57.64049770742814,57.55342958827707,0.08706833589523234
50,56.22775448069853,56.13929919890541,0.0884552001953125
51,54.75362359521223,54.66390517943683,0.08971815823233702
52,53.97976896724599,53.888798514789436,0.09097110906386757
53,52.89573432799967,52.80438330339238,0.09135085121195584
54,51.41568074761865,51.324072526737964,0.09160741892727939
55,50.15464089133523,50.062091358205215,0.09254966572644238
56,49.17827748997326,49.08426898813503,0.09400910362202854
57,48.14376031396223,48.0490820573613,0.09467905090454427
58,47.01821785177139,46.92260154683322,0.0956166746782109
59,46.18631324156083,46.09042472635361,0.0958877489528554
60,45.45346771077039,45.35589828083222,0.09756966325688489
61,44.35173352899398,44.25367973450033,0.09805389266600584
62,43.192143241351936,43.0935685264873,0.09857520827635087
63,42.16779967935327,42.06866226604278,0.09913839375908999
64,41.155109589112634,41.05527108748329,0.09983816758834105
65,40.3731030142881,40.272976635611634,0.10012629197880546
66,39.664075555648395,39.563134504512036,0.10094178041672325
67,38.41977630452039,38.318843086773064,0.10093253691566181
68,37.71497495926638,37.613597196691174,0.10137771030160833
69,36.96887598700702,36.867043887867645,0.1018324727043111
70,35.84172670088987,35.73928490297042,0.10244202231340867
71,35.641713188293785,35.5388216232871,0.10289128451423848
72,34.71108763995655,34.60726226969836,0.10382492529517189
73,34.22869644573028,34.124614858372325,0.10408135531420376
74,33.467449657419785,33.3629613866143,0.10448796736365333
75,32.664563836898395,32.55957553475936,0.10498858518141477
76,32.13883245947527,32.033491981220756,0.10534019266220337
77,31.281511765750334,31.17554004689589,0.10597179152748802
78,30.82605013107871,30.719899876232454,0.10614987363152326
79,30.2467635047627,30.139874952999666,0.10688877615699156
80,29.85093060661765,29.74380770596591,0.10712292360111991
81,29.365929261885864,29.258403268089907,0.10752612384245358
82,28.79944304603944,28.692064907461564,0.10737831707306725
83,27.894599465762866,27.786602489451035,0.10799699416135085
84,27.48852636979863,27.380331926804814,0.10819425812379561
85,27.08788638191427,26.97940536743817,0.10848091502878118
86,26.5938753342246,26.484676585477942,0.10919867607361493
87,25.89847275025067,25.788824887199198,0.10964795994886102
88,25.57055598784258,25.461106897037933,0.10944912650368431
89,25.225882300718585,25.1158711642505,0.1100114360850125
90,24.75525326652323,24.64525322735628,0.11000007869088076
91,24.20538460634609,24.094617874227104,0.11076696033783776
92,23.64705980270304,23.536061985607454,0.1109980108903691
93,23.235095671791445,23.123878846194017,0.11121707166579956
94,22.791083514371657,22.679523325221425,0.1115601840503713
95,22.137608818829378,22.02542456968583,0.11218421854437353
96,21.620442599536265,21.508505754929814,0.11193656793890153
97,21.198586203835227,21.085916937353776,0.11266911221060523
98,20.693128942805817,20.580489051533256,0.11264014371576156
99,20.161144888974768,20.047875715449532,0.11326923089868882
100,19.725267379679146,19.612170214321523,0.1130968606408267
101,19.427724583263704,19.314479889079212,0.11324484208050896
102,18.72804774320062,18.614721777604863,0.11332546835914653
103,18.242833428204378,18.129246186445105,0.11358692939268714
104,17.826636492887282,17.71337988542363,0.11325661766337838
105,17.428355334276823,17.3144366422439,0.1139182827689431
106,16.92177773541945,16.80795239127256,0.11382499608126553
107,16.46745079978902,16.353704115923712,0.11374653341935918
108,16.15870005561706,16.044868020450366,0.11383195739378904
109,15.693855000052222,15.57953174611464,0.11432319911406003
110,15.277462393204797,15.163150889350769,0.11431148217961112
111,14.979083545705214,14.864284413383606,0.11479914379629859
112,14.595071558008858,14.480016534978693,0.11505502685506076
113,14.27664494641962,14.161256025181734,0.11538906020914169
114,13.941689720765792,13.826318587848847,0.11537114566660182
