Epoch,Loss,BCE,KLD
1,2358.5350322420636,2358.520874669312,0.0035337328950248697
2,1428.8256965112435,1428.7655113260582,0.015046041163187179
3,918.7346850198413,918.6098916997355,0.03119655749785206
4,669.9911050140543,669.8313802083334,0.039931391282056375
5,541.594253782242,541.420570333168,0.04342260341795664
6,468.5210090112434,468.3385545841601,0.04561323747433052
7,422.803783275463,422.6198226686508,0.045990009156484456
8,390.9806573454034,390.7958209325397,0.04620851978423104
9,366.1350265583664,365.9469401041667,0.04702034829154847
10,345.7104052992725,345.5191101397156,0.04782357102348691
11,325.54625237681876,325.3509243758267,0.04883139347903943
12,308.49513656374006,308.29874545304233,0.049098201529689564
13,292.5764366836144,292.3748966600529,0.05038436506160353
14,277.8978678385417,277.6917136863426,0.051538342521304174
15,264.8439269696594,264.6302742125496,0.05341268121880829
16,252.18894934275792,251.96964001529432,0.054827097547117364
17,240.1395179708168,239.90862940228175,0.05772210334343885
18,228.52818855406747,228.2836681547619,0.06112995412614611
19,218.47097568411044,218.21381551752646,0.06429032453153499
20,207.30771277695106,207.04085028108466,0.06671599925510467
21,196.40203243840938,196.12202639302248,0.07000146088776765
22,186.2350609188988,185.94555147362763,0.07237762811953428
23,175.82488335503473,175.5256457454944,0.07480903466542561
24,165.938636739418,165.63089425223214,0.0769362172121724
25,158.03898370329034,157.72260716352514,0.07909386940103359
26,149.8348343460648,149.51154048859127,0.08082371792465291
27,141.9244048910797,141.59124981915508,0.08328887016054183
28,131.8089664196842,131.46989578166335,0.08476737188914465
29,125.29113898706184,124.94495081018519,0.08654741320029768
30,119.32504934482473,118.97213825851522,0.08822752558995807
31,114.65378340463789,114.2986556764633,0.08878207837463056
32,109.69181121341767,109.32966282758763,0.09053700752359219
33,103.74285275090939,103.37243200231481,0.09260539213816325
34,99.65439633969908,99.27838425409226,0.09400313241141182
35,94.35796118034888,93.97954773272156,0.09460298031095475
36,88.92753350797784,88.54518474599041,0.09558717725138186
37,86.38208072399966,85.99613056485614,0.09648760475178875
38,82.6741384677786,82.28460435009507,0.09738374071777182
39,78.70735612495866,78.31504991319444,0.09807661538401609
40,75.97596312830687,75.58085511222718,0.09877719071807053
41,71.88959741340112,71.49189814814815,0.0994246277228865
42,68.93904977626902,68.53787473648313,0.1002935732483233
43,65.94787436187583,65.54537980014054,0.10062341841440352
44,63.1664144526083,62.76239078259342,0.10100585253781112
45,60.39966886005704,59.992764266079696,0.1017260229776776
46,60.11502704923115,59.70630657862103,0.10218003565672214
47,56.69841334428737,56.28691270616319,0.10287511285650668
48,54.9472591662533,54.534102182539684,0.10328946542487573
49,52.3164640557829,51.90164103835979,0.10370579283073465
50,50.45729831917576,50.040029697317294,0.10431718384778058
51,49.478599911644345,49.06128640149636,0.10432828544939636
52,47.735908952339614,47.317459994522984,0.10461222431647084
53,46.334358659370864,45.91580442398313,0.10463847937407317
54,44.44212478556961,44.022896257027114,0.10480712708972749
55,42.504065458105984,42.08366563585069,0.10509982373979357
56,41.62388812675678,41.20469738188244,0.10479771712469677
57,40.32358676163608,39.90410408141121,0.10487075899013136
58,38.70985162321222,38.29019633298198,0.1049137859748154
59,38.12374183614418,37.703683197182954,0.10501463703377537
60,36.15810107680225,35.737758575923856,0.10508551042546671
61,35.710073965567126,35.29034875940393,0.10493138669029115
62,34.4988692349227,34.07970561678447,0.10479080046295489
63,33.45475389591601,33.03439976929357,0.10508842632253335
64,33.04721828238674,32.62658320028315,0.10515872637430827
65,32.09731216026992,31.67565368975281,0.10541456338589784
66,30.64952337678778,30.22702914444858,0.1056235530389049
67,29.248195426173943,28.82501172262525,0.1057959309330693
68,28.512593910176918,28.089246477399552,0.10583690045371888
69,27.963185789723877,27.54041060190352,0.105693812723513
70,27.409787132626487,26.98755431805969,0.1055581670589548
71,25.810501017898478,25.388106411727016,0.10559863388222993
72,25.336401560949902,24.915077492042823,0.10533103867182655
73,24.743225259124916,24.32194898494337,0.10531912278876733
74,24.44654886558573,24.02525773628679,0.10532276970999581
75,24.318707824384095,23.897743346199157,0.10524116937445585
76,23.8532225593688,23.43201345615286,0.10530231175599275
77,23.596373542906747,23.175237584997106,0.1052839062201283
78,22.466507038742147,22.04537221111318,0.10528370501503112
79,22.035977641110698,21.614704273365163,0.10531837978060284
80,21.142585068152695,20.72184648463335,0.10518464335688839
81,20.872374035063245,20.45182033316799,0.10513833338621432
82,20.450725737072172,20.031224972356565,0.10487517667195154
83,19.660473212993963,19.240574428013392,0.10497467543082263
84,19.00544779136698,18.585795891978755,0.10491300070727314
85,18.756125475363756,18.338208233868635,0.10447930722009569
86,18.96513859178654,18.547479942362145,0.10441462072745833
87,18.228676286323992,17.811539665101066,0.10428415467499424
