Vector,Density,Difficulty,SMB,KI
120,14.84375,0.0,0.8421052631578947,0.15789473684210525
121,17.96875,0.0,0.6086956521739131,0.391304347826087
122,12.5,6.25,0.23529411764705882,0.7647058823529411
123,15.625,0.0,0.6,0.4
124,21.09375,0.0,0.8518518518518519,0.14814814814814814
125,20.3125,0.0,0.2692307692307692,0.7307692307692307
126,17.96875,6.25,0.875,0.125
127,15.625,0.0,0.85,0.15
128,15.625,0.0,0.55,0.45
129,11.71875,0.0,0.9333333333333333,0.06666666666666667
130,17.1875,0.0,0.5454545454545454,0.45454545454545453
131,18.75,12.5,0.7692307692307693,0.23076923076923078
132,14.0625,12.5,1.0,0.0
133,15.625,0.0,0.65,0.35
134,16.40625,0.0,0.047619047619047616,0.9523809523809523
135,15.625,12.5,0.875,0.125
136,15.625,0.0,0.85,0.15
137,17.1875,0.0,0.8636363636363636,0.13636363636363635
138,17.1875,0.0,0.8181818181818182,0.18181818181818182
139,12.5,0.0,0.0625,0.9375
140,21.09375,0.0,0.5555555555555556,0.4444444444444444
141,15.625,0.0,0.9523809523809523,0.047619047619047616
142,19.53125,0.0,0.6,0.4
143,10.9375,0.0,0.35714285714285715,0.6428571428571429
144,17.1875,6.25,0.8695652173913043,0.13043478260869565
145,17.1875,0.0,0.7727272727272727,0.22727272727272727
146,17.1875,0.0,0.5454545454545454,0.45454545454545453
147,13.28125,0.0,0.47058823529411764,0.5294117647058824
148,15.625,0.0,0.65,0.35
149,18.75,6.25,0.88,0.12
150,18.75,0.0,0.8333333333333334,0.16666666666666666
151,20.3125,6.25,0.07407407407407407,0.9259259259259259
152,14.84375,6.25,0.9545454545454546,0.045454545454545456
153,16.40625,0.0,0.8846153846153846,0.11538461538461539
154,15.625,0.0,0.8,0.2
155,21.875,0.0,0.5,0.5
156,17.96875,0.0,0.6785714285714286,0.32142857142857145
157,17.1875,0.0,0.8636363636363636,0.13636363636363635
158,8.59375,0.0,0.7272727272727273,0.2727272727272727
159,21.875,0.0,0.5,0.5
160,22.65625,6.25,0.3333333333333333,0.6666666666666666
161,16.40625,6.25,0.9090909090909091,0.09090909090909091
162,15.625,6.25,0.9047619047619048,0.09523809523809523
163,11.71875,0.0,0.6,0.4
164,15.625,6.25,0.7142857142857143,0.2857142857142857
165,21.875,0.0,0.6071428571428571,0.39285714285714285
166,21.875,0.0,1.0,0.0
167,17.96875,0.0,0.9666666666666667,0.03333333333333333
168,24.21875,0.0,0.7419354838709677,0.25806451612903225
169,14.84375,6.25,0.95,0.05
170,14.0625,6.25,0.631578947368421,0.3684210526315789
171,15.625,0.0,0.7,0.3
172,14.84375,0.0,0.8947368421052632,0.10526315789473684
173,21.09375,0.0,0.6296296296296297,0.37037037037037035
174,23.4375,0.0,0.43333333333333335,0.5666666666666667
175,13.28125,0.0,0.058823529411764705,0.9411764705882353
176,18.75,0.0,0.44,0.56
177,15.625,0.0,0.45,0.55
178,17.1875,6.25,0.9130434782608695,0.08695652173913043
179,22.65625,0.0,0.6206896551724138,0.3793103448275862
180,19.53125,0.0,0.4,0.6
181,14.84375,0.0,0.2631578947368421,0.7368421052631579
182,22.65625,0.0,0.8620689655172413,0.13793103448275862
183,15.625,12.5,0.9545454545454546,0.045454545454545456
184,15.625,0.0,0.9565217391304348,0.043478260869565216
185,17.96875,18.75,0.8076923076923077,0.19230769230769232
186,24.21875,6.25,0.3125,0.6875
187,22.65625,18.75,0.625,0.375
188,14.0625,6.25,0.3157894736842105,0.6842105263157895
189,18.75,0.0,0.9166666666666666,0.08333333333333333
190,21.09375,0.0,0.8214285714285714,0.17857142857142858
191,14.0625,6.25,0.7894736842105263,0.21052631578947367
192,20.3125,6.25,0.7407407407407407,0.25925925925925924
193,10.9375,0.0,0.14285714285714285,0.8571428571428571
194,18.75,0.0,0.9166666666666666,0.08333333333333333
195,12.5,0.0,0.3125,0.6875
196,20.3125,0.0,0.6153846153846154,0.38461538461538464
197,9.375,0.0,0.4166666666666667,0.5833333333333334
198,13.28125,0.0,0.29411764705882354,0.7058823529411765
199,19.53125,0.0,0.52,0.48
200,14.84375,6.25,0.9166666666666666,0.08333333333333333
201,15.625,0.0,0.9130434782608695,0.08695652173913043
202,16.40625,6.25,0.6818181818181818,0.3181818181818182
203,14.84375,6.25,0.6,0.4
204,10.9375,0.0,0.07142857142857142,0.9285714285714286
205,21.09375,0.0,0.3333333333333333,0.6666666666666666
206,27.34375,0.0,0.8285714285714286,0.17142857142857143
207,22.65625,6.25,0.6129032258064516,0.3870967741935484
208,17.96875,0.0,0.7391304347826086,0.2608695652173913
209,15.625,0.0,0.45,0.55
210,17.96875,0.0,0.6521739130434783,0.34782608695652173
211,19.53125,6.25,0.6538461538461539,0.34615384615384615
212,17.1875,12.5,0.75,0.25
213,19.53125,0.0,0.64,0.36
214,9.375,0.0,0.0,1.0
215,26.5625,0.0,0.8529411764705882,0.14705882352941177
216,21.09375,12.5,0.7241379310344828,0.27586206896551724
217,6.25,0.0,0.0,1.0
218,16.40625,0.0,0.47619047619047616,0.5238095238095238
219,20.3125,0.0,0.8148148148148148,0.18518518518518517
220,13.28125,12.5,0.9090909090909091,0.09090909090909091
221,13.28125,0.0,0.17647058823529413,0.8235294117647058
222,24.21875,0.0,0.06451612903225806,0.9354838709677419
223,17.1875,0.0,0.7272727272727273,0.2727272727272727
224,17.1875,0.0,0.7272727272727273,0.2727272727272727
225,7.03125,0.0,0.0,1.0
226,13.28125,0.0,0.058823529411764705,0.9411764705882353
227,12.5,6.25,0.85,0.15
228,17.1875,0.0,0.8181818181818182,0.18181818181818182
229,14.84375,0.0,0.7368421052631579,0.2631578947368421
230,17.1875,6.25,0.875,0.125
231,7.8125,0.0,0.1,0.9
232,13.28125,0.0,0.4117647058823529,0.5882352941176471
233,17.1875,6.25,0.7391304347826086,0.2608695652173913
234,17.1875,0.0,0.8888888888888888,0.1111111111111111
235,15.625,6.25,0.9047619047619048,0.09523809523809523
236,19.53125,0.0,0.9615384615384616,0.038461538461538464
237,14.84375,0.0,0.7368421052631579,0.2631578947368421
238,12.5,0.0,0.9565217391304348,0.043478260869565216
239,20.3125,6.25,0.7777777777777778,0.2222222222222222
240,16.40625,0.0,0.6666666666666666,0.3333333333333333
241,20.3125,0.0,0.5384615384615384,0.46153846153846156
242,20.3125,6.25,0.7586206896551724,0.2413793103448276
243,10.15625,0.0,0.07692307692307693,0.9230769230769231
244,11.71875,6.25,0.125,0.875
245,17.96875,0.0,0.21739130434782608,0.782608695652174
246,14.84375,12.5,0.9545454545454546,0.045454545454545456
247,20.3125,0.0,0.8666666666666667,0.13333333333333333
248,13.28125,0.0,0.8235294117647058,0.17647058823529413
249,28.90625,0.0,0.8648648648648649,0.13513513513513514
250,21.09375,0.0,0.4074074074074074,0.5925925925925926
251,14.84375,0.0,0.5789473684210527,0.42105263157894735
252,23.4375,0.0,0.9,0.1
253,20.3125,0.0,0.6538461538461539,0.34615384615384615
254,23.4375,0.0,0.8,0.2
255,25.78125,6.25,0.38235294117647056,0.6176470588235294
256,20.3125,0.0,0.5,0.5
257,25.0,0.0,0.4375,0.5625
258,15.625,0.0,0.7,0.3
259,20.3125,6.25,0.8888888888888888,0.1111111111111111
260,12.5,0.0,0.75,0.25
261,17.1875,12.5,0.7083333333333334,0.2916666666666667
262,16.40625,0.0,0.5238095238095238,0.47619047619047616
263,18.75,0.0,0.6666666666666666,0.3333333333333333
264,18.75,6.25,0.68,0.32
265,14.84375,0.0,0.2631578947368421,0.7368421052631579
266,29.6875,6.25,0.43902439024390244,0.5609756097560976
267,11.71875,0.0,0.6,0.4
268,17.1875,0.0,0.7727272727272727,0.22727272727272727
269,19.53125,6.25,0.7307692307692307,0.2692307692307692
270,15.625,0.0,0.9523809523809523,0.047619047619047616
271,10.9375,0.0,0.14285714285714285,0.8571428571428571
272,15.625,0.0,0.0,1.0
273,16.40625,0.0,0.6190476190476191,0.38095238095238093
274,9.375,0.0,0.16666666666666666,0.8333333333333334
275,21.09375,0.0,0.4074074074074074,0.5925925925925926
276,16.40625,25.0,0.76,0.24
277,17.1875,0.0,0.7777777777777778,0.2222222222222222
278,17.1875,0.0,0.5909090909090909,0.4090909090909091
279,26.5625,0.0,0.8823529411764706,0.11764705882352941
280,16.40625,6.25,0.8181818181818182,0.18181818181818182
281,14.0625,6.25,1.0,0.0
282,17.1875,6.25,0.8260869565217391,0.17391304347826086
283,23.4375,0.0,0.6333333333333333,0.36666666666666664
284,17.1875,6.25,0.782608695652174,0.21739130434782608
285,17.96875,12.5,0.84,0.16
286,14.84375,6.25,0.9,0.1
287,26.5625,12.5,0.5,0.5
288,19.53125,0.0,0.6,0.4
289,13.28125,0.0,0.23529411764705882,0.7647058823529411
290,16.40625,6.25,0.9166666666666666,0.08333333333333333
291,18.75,6.25,0.6428571428571429,0.35714285714285715
292,20.3125,0.0,0.5769230769230769,0.4230769230769231
293,17.1875,0.0,0.5,0.5
294,14.84375,0.0,0.8421052631578947,0.15789473684210525
295,23.4375,0.0,0.16666666666666666,0.8333333333333334
296,15.625,0.0,0.5,0.5
297,12.5,0.0,0.0625,0.9375
298,14.84375,0.0,0.42105263157894735,0.5789473684210527
299,22.65625,0.0,0.6551724137931034,0.3448275862068966
300,18.75,12.5,0.6153846153846154,0.38461538461538464
301,17.96875,0.0,0.6521739130434783,0.34782608695652173
302,16.40625,0.0,0.5454545454545454,0.45454545454545453
303,15.625,0.0,0.85,0.15
304,19.53125,6.25,0.8461538461538461,0.15384615384615385
305,20.3125,0.0,0.9629629629629629,0.037037037037037035
306,17.1875,0.0,0.6818181818181818,0.3181818181818182
307,33.59375,0.0,0.5581395348837209,0.4418604651162791
308,21.09375,0.0,0.2222222222222222,0.7777777777777778
309,21.09375,0.0,0.5555555555555556,0.4444444444444444
310,20.3125,0.0,0.9,0.1
311,13.28125,0.0,0.4117647058823529,0.5882352941176471
312,15.625,0.0,0.8,0.2
313,14.84375,0.0,0.6842105263157895,0.3157894736842105
314,13.28125,0.0,0.7058823529411765,0.29411764705882354
315,21.09375,0.0,0.6296296296296297,0.37037037037037035
316,18.75,0.0,0.5,0.5
317,18.75,6.25,0.72,0.28
318,10.9375,0.0,0.5714285714285714,0.42857142857142855
319,14.0625,6.25,0.631578947368421,0.3684210526315789
320,18.75,12.5,0.7741935483870968,0.22580645161290322
321,21.09375,0.0,0.7777777777777778,0.2222222222222222
322,20.3125,0.0,0.8275862068965517,0.1724137931034483
323,6.25,0.0,0.0,1.0
324,18.75,0.0,0.6666666666666666,0.3333333333333333
325,17.96875,6.25,0.20833333333333334,0.7916666666666666
326,17.96875,0.0,0.30434782608695654,0.6956521739130435
327,18.75,0.0,0.5416666666666666,0.4583333333333333
328,22.65625,0.0,0.6206896551724138,0.3793103448275862
329,16.40625,12.5,0.9130434782608695,0.08695652173913043
330,18.75,12.5,0.7037037037037037,0.2962962962962963
331,18.75,6.25,0.92,0.08
332,18.75,0.0,0.7083333333333334,0.2916666666666667
333,17.1875,0.0,0.6363636363636364,0.36363636363636365
334,17.96875,0.0,0.391304347826087,0.6086956521739131
335,15.625,6.25,0.9615384615384616,0.038461538461538464
336,19.53125,0.0,0.8,0.2
337,19.53125,0.0,0.76,0.24
338,21.09375,12.5,0.8620689655172413,0.13793103448275862
339,22.65625,6.25,0.43333333333333335,0.5666666666666667
340,18.75,0.0,0.8333333333333334,0.16666666666666666
341,21.875,0.0,0.8571428571428571,0.14285714285714285
342,16.40625,0.0,0.8095238095238095,0.19047619047619047
343,28.125,0.0,0.4444444444444444,0.5555555555555556
344,17.1875,0.0,0.5,0.5
345,12.5,6.25,0.11764705882352941,0.8823529411764706
346,9.375,0.0,0.5,0.5
347,16.40625,0.0,0.3333333333333333,0.6666666666666666
348,13.28125,0.0,0.0,1.0
349,18.75,0.0,0.75,0.25
350,18.75,0.0,0.6666666666666666,0.3333333333333333
351,11.71875,0.0,1.0,0.0
352,17.96875,6.25,0.6666666666666666,0.3333333333333333
353,24.21875,0.0,0.8387096774193549,0.16129032258064516
354,15.625,0.0,0.7,0.3
355,14.84375,0.0,0.8947368421052632,0.10526315789473684
356,18.75,0.0,0.16666666666666666,0.8333333333333334
357,21.09375,0.0,0.4444444444444444,0.5555555555555556
358,19.53125,0.0,0.72,0.28
359,26.5625,0.0,0.6176470588235294,0.38235294117647056
360,7.03125,0.0,0.2222222222222222,0.7777777777777778
361,14.0625,0.0,0.8636363636363636,0.13636363636363635
362,21.875,0.0,0.03571428571428571,0.9642857142857143
363,17.96875,0.0,0.7391304347826086,0.2608695652173913
364,13.28125,0.0,0.5294117647058824,0.47058823529411764
365,14.84375,6.25,0.9047619047619048,0.09523809523809523
366,14.84375,0.0,0.5789473684210527,0.42105263157894735
367,24.21875,6.25,0.4375,0.5625
368,16.40625,0.0,0.09523809523809523,0.9047619047619048
369,23.4375,0.0,0.7272727272727273,0.2727272727272727
370,18.75,0.0,0.88,0.12
371,14.84375,0.0,0.3684210526315789,0.631578947368421
372,24.21875,0.0,0.6774193548387096,0.3225806451612903
373,20.3125,0.0,0.5384615384615384,0.46153846153846156
374,14.84375,0.0,0.9545454545454546,0.045454545454545456
375,21.875,12.5,0.6333333333333333,0.36666666666666664
376,17.1875,0.0,0.09090909090909091,0.9090909090909091
377,15.625,0.0,0.25,0.75
378,10.9375,6.25,0.13333333333333333,0.8666666666666667
379,16.40625,0.0,0.9565217391304348,0.043478260869565216
380,15.625,0.0,0.43478260869565216,0.5652173913043478
381,21.09375,0.0,0.5555555555555556,0.4444444444444444
382,24.21875,12.5,0.5454545454545454,0.45454545454545453
383,12.5,0.0,0.375,0.625
384,19.53125,6.25,0.34615384615384615,0.6538461538461539
385,17.96875,6.25,0.4166666666666667,0.5833333333333334
386,17.96875,0.0,0.782608695652174,0.21739130434782608
387,14.84375,0.0,0.0,1.0
388,19.53125,0.0,0.8076923076923077,0.19230769230769232
389,15.625,0.0,0.9545454545454546,0.045454545454545456
390,17.1875,0.0,0.5,0.5
391,17.1875,0.0,0.6818181818181818,0.3181818181818182
392,14.84375,0.0,0.10526315789473684,0.8947368421052632
393,14.84375,0.0,0.5789473684210527,0.42105263157894735
394,16.40625,0.0,1.0,0.0
395,10.9375,0.0,0.0,1.0
396,21.875,12.5,0.16666666666666666,0.8333333333333334
397,25.0,6.25,0.5151515151515151,0.48484848484848486
398,27.34375,0.0,0.8571428571428571,0.14285714285714285
399,17.96875,0.0,0.8333333333333334,0.16666666666666666
400,28.125,0.0,1.0,0.0
401,13.28125,0.0,0.9411764705882353,0.058823529411764705
402,17.96875,0.0,0.4782608695652174,0.5217391304347826
403,14.84375,0.0,0.8947368421052632,0.10526315789473684
404,34.375,6.25,0.8222222222222222,0.17777777777777778
405,16.40625,6.25,0.92,0.08
406,18.75,6.25,0.6296296296296297,0.37037037037037035
407,16.40625,0.0,0.8518518518518519,0.14814814814814814
408,12.5,0.0,0.0625,0.9375
409,17.1875,6.25,0.7083333333333334,0.2916666666666667
410,18.75,6.25,0.6,0.4
411,26.5625,0.0,0.8285714285714286,0.17142857142857143
412,20.3125,6.25,0.5185185185185185,0.48148148148148145
413,20.3125,0.0,0.7307692307692307,0.2692307692307692
414,20.3125,0.0,0.6538461538461539,0.34615384615384615
415,20.3125,0.0,0.46153846153846156,0.5384615384615384
416,16.40625,0.0,0.8095238095238095,0.19047619047619047
417,25.78125,0.0,0.9090909090909091,0.09090909090909091
418,22.65625,6.25,0.7333333333333333,0.26666666666666666
419,15.625,0.0,0.15,0.85
420,14.0625,12.5,0.95,0.05
421,20.3125,0.0,0.6153846153846154,0.38461538461538464
422,19.53125,0.0,0.6538461538461539,0.34615384615384615
423,16.40625,0.0,0.09523809523809523,0.9047619047619048
424,20.3125,6.25,0.7777777777777778,0.2222222222222222
425,23.4375,6.25,0.45161290322580644,0.5483870967741935
426,14.0625,6.25,1.0,0.0
427,17.96875,12.5,0.8076923076923077,0.19230769230769232
428,21.875,0.0,0.17857142857142858,0.8214285714285714
429,16.40625,0.0,0.14285714285714285,0.8571428571428571
430,16.40625,0.0,0.7619047619047619,0.23809523809523808
431,19.53125,6.25,0.23076923076923078,0.7692307692307693
432,14.0625,12.5,0.9230769230769231,0.07692307692307693
433,17.1875,0.0,0.8181818181818182,0.18181818181818182
434,14.84375,0.0,0.8421052631578947,0.15789473684210525
435,28.90625,6.25,0.5263157894736842,0.47368421052631576
436,11.71875,12.5,1.0,0.0
437,10.9375,0.0,0.5714285714285714,0.42857142857142855
438,18.75,0.0,0.5416666666666666,0.4583333333333333
439,19.53125,0.0,0.8148148148148148,0.18518518518518517
440,9.375,6.25,0.0,1.0
441,28.90625,12.5,0.8717948717948718,0.1282051282051282
442,14.0625,6.25,0.5263157894736842,0.47368421052631576
443,17.1875,6.25,0.6086956521739131,0.391304347826087
444,16.40625,0.0,0.6190476190476191,0.38095238095238093
445,17.1875,0.0,0.75,0.25
446,18.75,12.5,0.8461538461538461,0.15384615384615385
447,15.625,0.0,0.85,0.15
448,14.84375,6.25,0.9166666666666666,0.08333333333333333
449,13.28125,0.0,0.8235294117647058,0.17647058823529413
450,21.09375,0.0,0.7407407407407407,0.25925925925925924
451,10.9375,0.0,0.21428571428571427,0.7857142857142857
452,17.96875,0.0,0.7391304347826086,0.2608695652173913
453,14.84375,0.0,0.10526315789473684,0.8947368421052632
454,13.28125,6.25,1.0,0.0
455,14.0625,12.5,0.95,0.05
456,17.1875,0.0,0.84,0.16
457,23.4375,0.0,0.5666666666666667,0.43333333333333335
458,14.84375,6.25,0.65,0.35
459,14.84375,0.0,0.42105263157894735,0.5789473684210527
460,16.40625,0.0,0.8095238095238095,0.19047619047619047
461,17.96875,0.0,0.4782608695652174,0.5217391304347826
462,17.1875,6.25,0.875,0.125
463,13.28125,0.0,0.0,1.0
464,25.78125,0.0,0.6666666666666666,0.3333333333333333
465,25.0,0.0,0.03125,0.96875
466,14.84375,0.0,0.8421052631578947,0.15789473684210525
467,17.1875,0.0,0.5454545454545454,0.45454545454545453
468,15.625,6.25,0.9523809523809523,0.047619047619047616
469,23.4375,0.0,0.6333333333333333,0.36666666666666664
470,14.84375,0.0,0.7368421052631579,0.2631578947368421
471,17.96875,0.0,0.43478260869565216,0.5652173913043478
472,14.84375,6.25,0.95,0.05
473,10.9375,6.25,1.0,0.0
474,23.4375,0.0,0.5,0.5
475,21.09375,0.0,0.7407407407407407,0.25925925925925924
476,11.71875,0.0,0.5333333333333333,0.4666666666666667
477,15.625,6.25,0.3333333333333333,0.6666666666666666
478,20.3125,0.0,0.9666666666666667,0.03333333333333333
479,17.1875,0.0,0.5909090909090909,0.4090909090909091
480,20.3125,0.0,0.9230769230769231,0.07692307692307693
481,10.9375,0.0,0.2857142857142857,0.7142857142857143
482,16.40625,12.5,0.9565217391304348,0.043478260869565216
483,35.9375,0.0,0.5652173913043478,0.43478260869565216
484,21.875,0.0,0.21428571428571427,0.7857142857142857
485,17.1875,0.0,0.13636363636363635,0.8636363636363636
486,15.625,0.0,0.25,0.75
487,17.1875,0.0,0.8181818181818182,0.18181818181818182
488,18.75,6.25,0.88,0.12
489,12.5,0.0,0.0625,0.9375
490,16.40625,0.0,0.38095238095238093,0.6190476190476191
491,10.15625,0.0,0.3076923076923077,0.6923076923076923
492,21.875,0.0,0.6071428571428571,0.39285714285714285
493,35.9375,0.0,0.0851063829787234,0.9148936170212766
494,18.75,0.0,0.16666666666666666,0.8333333333333334
495,21.875,0.0,0.8214285714285714,0.17857142857142858
496,15.625,0.0,0.65,0.35
497,19.53125,0.0,0.52,0.48
498,15.625,12.5,0.8636363636363636,0.13636363636363635
499,21.09375,0.0,0.7777777777777778,0.2222222222222222
500,8.59375,0.0,0.36363636363636365,0.6363636363636364
501,15.625,6.25,0.6190476190476191,0.38095238095238093
502,20.3125,0.0,0.6538461538461539,0.34615384615384615
503,19.53125,0.0,0.04,0.96
504,18.75,0.0,0.4583333333333333,0.5416666666666666
505,14.0625,0.0,0.8947368421052632,0.10526315789473684
506,12.5,0.0,0.625,0.375
507,16.40625,0.0,0.7619047619047619,0.23809523809523808
508,16.40625,0.0,0.6363636363636364,0.36363636363636365
509,12.5,0.0,0.5,0.5
510,17.1875,12.5,0.875,0.125
511,21.09375,0.0,0.7142857142857143,0.2857142857142857
512,14.84375,12.5,0.875,0.125
513,16.40625,6.25,0.36363636363636365,0.6363636363636364
514,21.09375,0.0,0.7777777777777778,0.2222222222222222
515,14.0625,6.25,0.9473684210526315,0.05263157894736842
516,19.53125,0.0,0.32,0.68
517,19.53125,0.0,0.8,0.2
518,15.625,6.25,0.8636363636363636,0.13636363636363635
519,19.53125,0.0,0.92,0.08
520,12.5,0.0,0.6875,0.3125
521,12.5,6.25,0.7058823529411765,0.29411764705882354
522,24.21875,6.25,0.1875,0.8125
523,21.875,0.0,0.03571428571428571,0.9642857142857143
524,12.5,0.0,0.0625,0.9375
525,14.84375,0.0,0.9523809523809523,0.047619047619047616
526,17.1875,0.0,0.7272727272727273,0.2727272727272727
527,16.40625,0.0,0.8095238095238095,0.19047619047619047
528,21.875,6.25,0.9655172413793104,0.034482758620689655
529,21.875,6.25,0.8,0.2
530,17.1875,0.0,0.8181818181818182,0.18181818181818182
531,17.1875,12.5,1.0,0.0
532,14.84375,0.0,0.15789473684210525,0.8421052631578947
533,18.75,0.0,0.20833333333333334,0.7916666666666666
